,CL,NG,SI,PL,SB,HG,RR,LH,PA,HO,CUA,GC,CT,FC,KC,RS,C,S,W,O,UX
17-23,,,,,,,,,,,,,,,,,,,,,
17-24,,,,,,,,,,,,,,,,,,,,,
17-25,,,,,,,,,,,,,,,,,,,,,
17-26,,,,,,,,,,,,,,,,,,,,,
17-27,,,,,,,,,,,,,,,,,,,,,
17-28,,,,,,,,,,,,,,,,,,,,,
17-29,,,,,,,,,,,,,,,,,,,,,
17-30,,,,,,,,,,,,,,,,,,,,,
17-31,,,,,,,,,,,,,,,,,,,,,
17-32,,,,,,,,,,,,,,,,,,,,,
17-33,,,,,,,,,,,,,,,,,,,,,
17-34,,,,,,,,,,,,,,,,,,,,,
18-19,,,,,,,,,,,,,,,,,,,,,
18-20,,,,,,,,,,,,,,,,,,,,,
18-21,,,,,,,,,,,,,,,,,,,,,
18-22,,,,,,,,,,,,,,,,,,,,,
18-23,,,,,,,,,,,,,,,,,,,,,
18-24,,,,,,,,,,,,,,,,,,,,,
18-25,,,,,,,,,,,,,,,,,,,,,
18-26,,,,,,,,,,,,,,,,,,,,,
18-27,,,,,,,,,,,,,,,,,,,,,
18-28,,,,,,,,,,,,,,,,,,,,,
18-29,,,,,,,,,,,,,,,,,,,,,
18-30,,,,,,,,,,,,,,,,,,,,,
18-31,,,,,,,,,,,,,,,,,,,,,
18-32,,,,,,,,,,,,,,,,,,,,,
18-33,,,,,,,,,,,,,,,,,,,,,
18-34,,,,,,,,,,,,,,,,,,,,,
19-20,,,,,,,,,,,,,,,,,,,,,
19-21,,,,,,,,,,,,,,,,,,,,,
19-22,,,,,,,,,,,,,,,,,,,,,
19-23,,,,,,,,,,,,,,,,,,,,,
19-24,,,,,,,,,,,,,,,,,,,,,
19-25,,,,,,,,,,,,,,,,,,,,,
19-26,,,,,,,,,,,,,,,,,,,,,
19-27,,,,,,,,,,,,,,,,,,,,,
19-28,,,,,,,,,,,,,,,,,,,,,
19-29,,,,,,,,,,,,,,,,,,,,,
19-30,,,,,,,,,,,,,,,,,,,,,
19-31,,,,,,,,,,,,,,,,,,,,,
19-32,,,,,,,,,,,,,,,,,,,,,
19-33,,,,,,,,,,,,,,,,,,,,,
19-34,,,,,,,,,,,,,,,,,,,,,
20-21,,,,,,,,,,,,,,,,,,,,,
20-22,,,,,,,,,,,,,,,,,,,,,
20-23,,,,,,,,,,,,,,,,,,,,,
20-24,,,,,,,,,,,,,,,,,,,,,
20-25,,,,,,,,,,,,,,,,,,,,,
20-26,,,,,,,,,,,,,,,,,,,,,
20-27,,,,,,,,,,,,,,,,,,,,,
20-28,,,,,,,,,,,,,,,,,,,,,
20-29,,,,,,,,,,,,,,,,,,,,,
20-30,,,,,,,,,,,,,,,,,,,,,
20-31,,,,,,,,,,,,,,,,,,,,,
20-32,,,,,,,,,,,,,,,,,,,,,
20-33,,,,,,,,,,,,,,,,,,,,,
20-34,,,,,,,,,,,,,,,,,,,,,
21-22,,,,,,,,,,,,,,,,,,,,,
21-23,,,,,,,,,,,,,,,,,,,,,
21-24,,,,,,,,,,,,,,,,,,,,,
21-25,,,,,,,,,,,,,,,,,,,,,
21-26,,,,,,,,,,,,,,,,,,,,,
21-27,,,,,,,,,,,,,,,,,,,,,
21-28,,,,,,,,,,,,,,,,,,,,,
21-29,,,,,,,,,,,,,,,,,,,,,
21-30,,,,,,,,,,,,,,,,,,,,,
21-31,,,,,,,,,,,,,,,,,,,,,
21-32,,,,,,,,,,,,,,,,,,,,,
21-33,,,,,,,,,,,,,,,,,,,,,
21-34,,,,,,,,,,,,,,,,,,,,,
22-23,,,,,,,,,,,,,,,,,,,,,
22-24,,,,,,,,,,,,,,,,,,,,,
22-25,,,,,,,,,,,,,,,,,,,,,
22-26,,,,,,,,,,,,,,,,,,,,,
22-27,,,,,,,,,,,,,,,,,,,,,
22-28,,,,,,,,,,,,,,,,,,,,,
22-29,,,,,,,,,,,,,,,,,,,,,
22-30,,,,,,,,,,,,,,,,,,,,,
22-31,,,,,,,,,,,,,,,,,,,,,
22-32,,,,,,,,,,,,,,,,,,,,,
22-33,,,,,,,,,,,,,,,,,,,,,
22-34,,,,,,,,,,,,,,,,,,,,,
23-24,,,,,,,,,,,,,,,,,,,,,
23-25,,,,,,,,,,,,,,,,,,,,,
23-26,,,,,,,,,,,,,,,,,,,,,
23-27,,,,,,,,,,,,,,,,,,,,,
23-28,,,,,,,,,,,,,,,,,,,,,
23-29,,,,,,,,,,,,,,,,,,,,,
23-30,,,,,,,,,,,,,,,,,,,,,
23-31,,,,,,,,,,,,,,,,,,,,,
23-32,,,,,,,,,,,,,,,,,,,,,
23-33,,,,,,,,,,,,,,,,,,,,,
23-34,,,,,,,,,,,,,,,,,,,,,
24-25,,,,,,,,,,,,,,,,,,,,,
24-26,,,,,,,,,,,,,,,,,,,,,
24-27,,,,,,,,,,,,,,,,,,,,,
24-28,,,,,,,,,,,,,,,,,,,,,
24-29,,,,,,,,,,,,,,,,,,,,,
24-30,,,,,,,,,,,,,,,,,,,,,
24-31,,,,,,,,,,,,,,,,,,,,,
24-32,,,,,,,,,,,,,,,,,,,,,
24-33,,,,,,,,,,,,,,,,,,,,,
24-34,,,,,,,,,,,,,,,,,,,,,
25-26,,,,,,,,,,,,,,,,,,,,,
25-27,,,,,,,,,,,,,,,,,,,,,
25-28,,,,,,,,,,,,,,,,,,,,,
25-29,,,,,,,,,,,,,,,,,,,,,
25-30,,,,,,,,,,,,,,,,,,,,,
25-31,,,,,,,,,,,,,,,,,,,,,
25-32,,,,,,,,,,,,,,,,,,,,,
25-33,,,,,,,,,,,,,,,,,,,,,
25-34,,,,,,,,,,,,,,,,,,,,,
26-27,,,,,,,,,,,,,,,,,,,,,
26-28,,,,,,,,,,,,,,,,,,,,,
26-29,,,,,,,,,,,,,,,,,,,,,
26-30,,,,,,,,,,,,,,,,,,,,,
26-31,,,,,,,,,,,,,,,,,,,,,
26-32,,,,,,,,,,,,,,,,,,,,,
26-33,,,,,,,,,,,,,,,,,,,,,
26-34,,,,,,,,,,,,,,,,,,,,,
27-28,,,,,,,,,,,,,,,,,,,,,
27-29,,,,,,,,,,,,,,,,,,,,,
27-30,,,,,,,,,,,,,,,,,,,,,
27-31,,,,,,,,,,,,,,,,,,,,,
27-32,,,,,,,,,,,,,,,,,,,,,
27-33,,,,,,,,,,,,,,,,,,,,,
27-34,,,,,,,,,,,,,,,,,,,,,
28-29,,,,,,,,,,,,,,,,,,,,,
28-30,,,,,,,,,,,,,,,,,,,,,
28-31,,,,,,,,,,,,,,,,,,,,,
28-32,,,,,,,,,,,,,,,,,,,,,
28-33,,,,,,,,,,,,,,,,,,,,,
28-34,,,,,,,,,,,,,,,,,,,,,
29-30,,,,,,,,,,,,,,,,,,,,,
29-31,,,,,,,,,,,,,,,,,,,,,
29-32,,,,,,,,,,,,,,,,,,,,,
29-33,,,,,,,,,,,,,,,,,,,,,
29-34,,,,,,,,,,,,,,,,,,,,,
30-31,,,,,,,,,,,,,,,,,,,,,
30-32,,,,,,,,,,,,,,,,,,,,,
30-33,,,,,,,,,,,,,,,,,,,,,
30-34,,,,,,,,,,,,,,,,,,,,,
31-32,,,,,,,,,,,,,,,,,,,,,
31-33,,,,,,,,,,,,,,,,,,,,,
31-34,,,,,,,,,,,,,,,,,,,,,
32-33,,,,,,,,,,,,,,,,,,,,,
32-34,,,,,,,,,,,,,,,,,,,,,
33-34,,,,,,,,,,,,,,,,,,,,,
